id,location_id,program_id,accepted_payments,alternate_name,description,eligibility,email,fees,funding_sources,application_process,interpretation_services,keywords,languages,name,required_documents,service_areas,status,wait_time,website,taxonomy_ids
1066,486,,,,"Local transit system for Jefferson County.","No restrictions.",lsmedley@jeffersontransit.com,"Adult base fare - $1.50 for 1-day pass
Reduced Fare - (18 years and under, 60 years and older) - $1 for 1-day pass
Adult Monthly Pass - $24
Reduced Monthly Pass - $12
College Pass (3 months) - $50
Punch Pass (10 trips) - $6.50
Reduced Punch Pass (10",,"Visit office to obtain bus passes.",,,,"Local Bus System",,Jefferson,active,,http://www.jeffersontransit.com,"B,BT,BT-4500,BT-4500.4700,BT-4500.4700-500"
1067,486,,,,"Participates in an on-line ridesharing service that is administered by the state Department of Transportation. You can use this service independently of Jefferson Transit by going to www.rideshareonline.com when you get on the Internet. If you do not have regular access to the internet and need assistance with this service, please call us at 360-385-4777 and we will assist you.","No restrictions.",lsmedley@jeffersontransit.com,"Varies depending on distance and number of ride share members.",,"Call for more information.",,,,Ridesharing,,Jefferson,active,,http://www.rideshareonline.com,"B,BT,BT-4500,BT-4500.4500,BT-4500.4500-700"
1068,486,,,,"Operates one commuter vanpool to Keyport and two to the Puget Sound Naval Shipyard in Bremerton. A vanpool can have as few as 6 or as many as 15 people in it. The more vanpoolers, the less expensive the ride.","No restrictions.",lsmedley@jeffersontransit.com,"Call for more information.",,"Call for more information.",,,,Vanpool,,Jefferson,active,,http://www.jeffersontransit.com,"B,BT,BT-4500,BT-4500.4500,BT-4500.4500-700"
1069,487,,,,"Provides general counseling services to uninsured or underinsured children, adolescents, and adults.  Accepts sliding scale in addition to community service.  Does not offer medical management or case management.","Accepts children, adolescents, and adults.  Not appropriate for chronically mentally ill, or those with sexual offenses or violent behaviors.",,"Accepts sliding scale from $1-$30 per hour and additionally community service if possible.",,"Call for more information to make an appointment.",,,,"Eagle's Wing Counseling",,Kitsap,active,,,"R,Y,RM,RP,YZ,RM-6500,RP-1400,YZ-4900,YZ-9000,RM-6500.6500,RP-1400.2500,RP-1400.8000,RP-1400.8000-050,RP-1400.8000-155"
1070,487,,,,"This service offers a free, hot meal every Saturday afternoon at St. Paul's Episcopal Church.  Sometimes blankets, towels, toiletries, tarps and clothing is available to those in need.","Call for more information.",,None.,,"Walk in during meal hours.",,,,"The Lord's Neighborhood Diner",,Kitsap,active,,http://www.stpaulsbremerton.org,"B,P,BD,BM,PX,BD-5000,BM-6500,PX-2400,BD-5000.8300,BM-6500.1500,BM-6500.6500,BM-6500.1500-250,BM-6500.6500-650"
1071,488,,,,"Provides low and very low income home ownership and repair loans to qualified individuals from Clallam, Jefferson, and Kitsap Counties. Loans may be made to buy or repair an existing house or purchase a new house. Payment may be subsidized based on income. Grants based on need are available to seniors for essential repairs and guaranteed housing loans. For multi-family housing units, community facility loans, water and sewer grants or loans and guaranteed business and industry loans call the Olympia office at (360) 704-7760.","No restrictions.",,"Varies depending on loan transactions and prices.",,"Must fill out an application to apply for a grant or loan.",,,,"Home Ownership and Repair Loans",,"Clallam,Jefferson,Kitsap",active,,http://www.rurdev.usda.gov/wa,"B,T,Y,BH,TB,YL,YW,BH-3000,TB-3000,YL-3300,YW-7000,BH-3000.3550,TB-3000.7000,YL-3300.4500,YL-3300.6500,BH-3000.3550-360"
1072,488,,,,"Offers loans and low-income homeowners to purchase, build (including sites, water, and sewer), repair, move, or modernize their dwellings.  Includes sweat-equity construction loan programs, guaranteed loans, and rural site housing programs.

= Rural Housing Guaranteed Loan =
Applicants for loans may have an income of up to 115% of the median income for the area. Area income limits for this program are here. Families must be without adequate housing, but be able to afford the mortgage payments, including taxes and insurance. In addition, applicants must have reasonable credit histories. 

= Rural Housing Direct Loan =
Section 502 loans are primarily used to help low-income individuals or households purchase homes in rural areas. Funds can be used to acquire, build (including funds to purchase and prepare sites and to provide water and sewage facilities), repair, renovate or relocate a home.  

=  Mutual Self-Help Loans =
The Section 502 Mutual Self-Help Housing Loan program is used primarily to help very low- and low-income households construct their own homes. The program is targeted to families who are unable to buy clean, safe housing through conventional methods. Families participating in a mutual self-help project perform approximately 65 percent of the construction labor on each other's homes under qualified supervision. The savings from the reduction in labor costs allows otherwise ineligible families to own their homes. If families cannot meet their mortgage payments during the construction phase, the funds for these payments can be included in the loan.","Rural Housing Guaranteed Loan applicants must have an income up to 115% of the median income for the area and families must be without adequate housing but be able to afford mortgage, taxes, and insurance payments.
Rural Housing Direct Loan applicants mu",,None.,,"Call for more information.",,,,"Rural Repair and Rehabilitation Loan and Grant",,"Clallam,Jefferson,Kitsap",active,,http://www.rurdev.usda.gov/HSF_SFH.html,"B,BH,BH-3500,BH-3500.3400,BH-3500.3500"
1073,489,,,,"Offers free rides for veterans for medical appointments at VA medical facilities in Seattle.  Please try to call at least 72 hours prior to the appointment.","For veterans traveling to Seattle VA medical centers.",,None.,,"Call to schedule a ride.",,,,"DAV Transportation",,Clallam,active,,,"B,Y,BT,YN,BT-4500,YN-9000,BT-4500.6500,BT-4500.6500-500"
1074,490,,,,"A program to help boys and young men develop good moral character; provides activities for socialization, survival skills and learning programs. Volunteers must be ages 18 and up.","Cub Scouts are for boys 1st-5th grade ages 7-10.  Boy Scouts are for young men ages 11-17.  Venturing is meant for young men and women ages 14-20.",,None.,,"Call for more information.",,,,"Boy Scouts",,Kitsap,active,,http://www.seattlebsa.org/Orca,"P,PS,PS-9800,PS-9800.8500"
1075,491,,,,"This organization offers several different units/programs.  Cub Scouts build family relationships through parent / child interactions.  The Boys Scouts works on preparing boys for adulthood through many forms of activities such as camping, hiking, and more.  The Venturing program focuses on high adventure such as white water rafting, sea kayaking, mountain climbing, and scuba diving.  Call the above numbers to find out about times and locations.","Cub Scouts is for boys in the 1-5th grade, Boys Scouts is for boys age 11-18, and the Venturing program is for CO-ED youths from age 14-21.",,"Membership $15 per year prorated from January.  Scholarships available if unable to pay.",,"Call for more information.",,,,"Boy Scouts of America",,"Clallam,Jefferson",active,,http://www.seattlebsa.org/Mt.-Olympus-District,"P,PS,PS-9800,PS-9800.8500"
1076,492,,,,"Offers free podiatry and foot care services by appointment.","No restrictions.",,None.,,"Call to make an appointment.",,,,"Foot Care",,Kitsap,active,,http://www.kitsapgov.com/das/givens_cc/givens_community_cntr.htm,"L,LV,LV-7200"
1077,492,,,,"The senior center has many daytime activities for senior citizens. The activities include: bingo, knitting, wood carving, and Soggy Sams. They also have foot care on certain Thursdays and Fridays.","No restrictions.",,None.,,"Call for more information.",,,,"Givens Senior Center",,Kitsap,active,,http://www.kitsapgov.com/das/givens_cc/givens_community_cntr.htm,"L,P,T,LV,PS,TC,LV-7200,PS-8000,TC-5000,TC-5500,PS-8000.6000,TC-5500.8000"
1078,493,,,,"Temporary Assistance for Needy Families (TANF/WorkFirst)
Provides monthly cash grants and medical assistance to eligible low-income families with minor children in the home.
Applicants attend a WorkFirst orientation and eligibility interview.
Pregnant and parenting minors may be eligible for TANF benefits if they meet additional eligibility requirements, as determined by a DSHS social worker.
Adults may also be eligible for WorkFirst support, which will pay for items clients must have in order to look for work, prepare for work or accept a better job.
Assistance may include transportation, car repairs, interview and work clothes, licenses and tools and equipment.
Assistance will be provided via vouchers or pre-paid merchant cards.

Aged Blind and Disabled (ABD)
Provides financial assistance for people with a longer-term disability who are blind, or who are age 65 or older and meet income and resource requirements.

Emergency Assistance
TANF/WorkFirst clients may apply for supplemental financial assistance when faced with an emergency caused by circumstances out of their control.
Funding may be approved for eviction notices; electric, gas, heating fuel, water/sewer or telephone utility shut-off notices; or deposit move-in costs for homeless individuals and families.
Includes Additional Requirements for Emergent Needs (AREN). AREN payments may be made up to a maximum of $750 in a 12-month period.

Diversion Cash Assistance (DCA)
Provides a cash grant program designed to prevent households with children from having to enroll in public assistance, by assisting with living expenses for needs such as housing, transportation, child care, food and employment-related expenses.
Clients may be referred to DSHS non-cash programs such as subsidized child care and food stamps.
Staff may also refer to other social service programs including domestic violence services, clothing banks, food pantries, etc.

Housing and Essential Needs (HEN)
Provides housing and essential needs vouchers for adults with a shorter-term disability and meet income and resource requirements.

Pregnant Women's Assistance
Provides financial assistance for pregnant women who are not eligible for TANF but meet TANF income and resource requirements.

Refugee Cash Assistance (RCA)
Cash assistance is available to refugees with no minor children for the first eight months after their arrival.
Refugees with minor children are likely eligible for TANF.","Contact a local Community Service Office (CSO) for specific eligibility requirements.",,None.,,"Call, visit website or walk in to any CSO to obtain an application.
After online or paper application is received, a letter will be sent regarding interview requirements.
DSHS clients who need emergency financial assistance should talk to their case man",,,,"Financial Assistance",,Kitsap,active,,http://www.washingtonconnection.org,"B,N,P,BH,BV,ND,NL,NS,PH,BH-3800,BV-8900,ND-6500,NL-1000,NS-1800,PH-1000,BH-3800.7000,BH-3800.7250,BV-8900.9300,ND-6500.9500,NL-1000.2400,NL-1000.7000,NL-1000.8500,NS-1800.8100,BV-8900.9300-180,BV-8900.9300-250,BV-8900.9300-300,BV-8900.9300-950,NL-1000.2400-150,NL-1000.8500-830,NL-1000.8500-850,NS-1800.8100-800,NS-1800.8100-820"
1079,493,,,,"Helps low-income Medicare recipients pay for their Medicare Part A and Part B premiums. DSHS pays the co-pays and deductible as well for the very low income Medicare beneficiaries.","Washington state residents receiving Medicare.",,None.,,"Call the Medical Assistance Customer Services Center Hotline.",,,,"Medicare Savings",,Kitsap,active,,http://www.dshs.wa.gov/onlinecso/medical.shtml,"N,NL,NL-5000,NL-5000.5000,NL-5000.5000-700"
1080,493,,,,"The Basic Food Program (also called Food Stamp Program) helps low-income individuals and families obtain a more nutritious diet by supplementing their income with Basic Food benefits. Monthly benefit amounts vary based on the number of people living in the household, income, and living expenses such as rent, mortgage, utilities, childcare and child support. Provides an ATM/debit-like card used to access food benefits to eligible low-income households.

Food Stamp guidelines are as follows:

1. Exempt goods: Paper products, soap, cigarettes, pet food or other non-edible household items may not be purchased with food stamps. Alcoholic beverages are also exempt.

2. Time limits: Benefits do not expire and may be used at any time.

3. Expedited service: Households defined as destitute and having little net monthly income or resources may be eligible for expedited service, i.e. they may be able to pick up their benefits no later than the fifth day following application if they are eligible for benefits.

DSHS can replace EBT benefits for recipients of Washington's Basic Food program if food was lost due to a household disaster or misfortune, including events such as a house fire, long-term power outage, or other weather-related mishaps that were beyond the customer's control. For DSHS to replace the benefits, the customer must report the loss within 10 days from the date the loss occurred. DSHS will replace the value of the amount of food lost in the disaster, up to the total amount of the customer's monthly allotment of Basic Food. To report a loss and request benefit replacement, customers can visit their nearest Community Services Office or call the toll-free Customer Service Center at (877) 501-2233.","Individuals residing in Washington state who meet income, resource and citizenship/alien status requirements.",,None.,,"Call, visit website or walk in to any CSO to obtain an application. After online or paper application is received, a letter will be sent regarding interview requirements.",,,,"Washington Basic Food Program",,Kitsap,active,,http://www.dshs.wa.gov,"N,T,NL,TH,NL-6000,TH-2600,NL-6000.2000,TH-2600.6450,NL-6000.2000-200,NL-6000.2000-220,TH-2600.6450-170"
